"公司名称","职位名称","职位分类","职位类别","工作地区","岗位职责","任职资格","专业","学历","工作经验","语言要求","语言等级","月薪","邮编","最近更新日期"
"10900000-0000-0000-0000-000000014411","发动机装配技术支持","其他[生产/营运类]","正式","高新区","1.熟悉发动机装配,热试的物理过程.
2.了解发动机上下线的系统流程.
3.新品及验证性发动机在线问题跟踪，记录，协调解决及后续问题汇总.
4.新品发动机PDA的实施。
5.与各部门良好的协调，沟通能力.
6.主管指定的其他任务.","1.中技/高中以上学历
2.简单的英文阅读能力
3.基本的计算机操作能力，Excel,word的使用
4.5年以上相关行业工作经验。","机械类","大专","五年以上","英语","一般","0",,"8/8/2014 10:19:18.73"
"10900000-0000-0000-0000-000000002313","Quotation System Administrator报价系统管理员","其他[生产/营运类]","正式","高新区","The Quotation System Administrator is working in Manufacturing & Logistics division and reports directly to Quotation System Manager. He/She will be responsible for:

-Manage the administration of the Quotation System independently in China;

-Ensure data quality and up to date price and cost/MFC information with efficient processes;

Quotation System maintenance includes
-Text & Templates needs to meet “Corporate Identity Guidelines”
-Translation needs to be pre-checked before upload 
-One uniform configurator structure (Business Unit based)
-Costs evaluation is based on standardized procedure
-Costing is executed annually, adaptations during the year are only in exceptional cases exactable and need allowance by Business Unit Head Asia

- Contact each Business Unit and collect their requirements for data/information which shall be provided through the Quotation System, discuss until there is a final agreement

-Set up the requested data/information in the Quotation System and cross check the set up with and get it confirmed by the Business Unit

-Provide support in Sales-Quotation to China and Southeast Asia;

-Provide support in Project Fulfillment to China and Southeast Asia(order processing, logistics)","-  College degree or above;

-  Major in Mechanical or related is preferred;

-  Min. 2 years working experience in multiple departments communication and cooperation roles in local and international organization in European company;

-  Excellent coordination and communication skills;

-  Fluent English in both oral and writing;

-  Familiar with MS Office;

-  Good sense of analysis; Energetic, Tenacious, Rigorous, Careful, Stable;

-  Perform under pressure.

应聘者请直接将中英文简历作为正文发送至公司信箱career.bchi@buhlergroup.com，并于邮件主题处标明应聘岗位，谢谢合作！","机械类","大专","两年以上","英语","良好","2500","214028","22/12/2014 08:39:40.103"
"10900000-0000-0000-0000-000000013356","现场管理","生产主管/督导/领班","正式","高新区","1、制造生产现场人员管理
2、生产品质管理
3、自主生产性改善
4、日常设备维护","1、男性
2、全日制大专以上学历，机电类专业
3、熟练的计算机操作水平
4、英语四级，会日语者优先
5、有良好的沟通能力和协作精神","电子信息类","大专","应届毕业生","英语","熟练","4500","214028","27/9/2017 08:33:48.777"
"10900000-0000-0000-0000-000000013356","设备保全","生产主管/督导/领班","正式","高新区","1、能够对自动化设备进行维修，维护和保养
2、能够改进设备中存在的问题，降低现有设备的故障率，提高设备性能
3、能够配合生产解决生产过程中出现的问题
4、能够安装调试新的设备和生产工装夹具","1、男性
2、全日制大专以上学历，机电类专业
3、熟练的计算机操作水平
4、英语四级，会日语者优先
5、有良好的沟通能力和协作精神","机械类","大专","应届毕业生","英语","熟练","4500","214028","31/10/2017 16:23:35.347"
"10900000-0000-0000-0000-000000089622","生产主管/督导/领班","生产主管/督导/领班","正式","高新区","1、负责生产过程的日常管控。
2、负责现场员工的绩效管理。
3、负责现场质量管控。
4、负责内部管理提升。","1、专科以上机械或相关专业毕业，五年以上生产管理经验。
2、有较强的生产计划管理，熟悉物料管理流程。
3、熟悉汽车或机加工制造企业生产流程，有外企管理经验者优先。
4、有较好的管理和协调能力，熟悉精益生产。 ","机械类","大专","三年以上","英语","良好","6000",,"28/9/2017 13:24:39.767"
"10900000-0000-0000-0000-000000016643","生产助理Operation Assistant","其他[生产/营运类]","正式","高新区","1，	协助维修做一些日常的系统维护（SAP里的维修单关闭，每周的维修单的报告）
2，	协助维修做备品备件的管理，订单的跟踪
3，	协助维修文件文件的管理，设备的校验，设备维保标识的更新
4，	协助生产工单的打印
5，	CMS 现场维修的巡检及维修单的输入
","1，	有基本的维修方面的经验， 最好是化学品方面的
2，	了解化学品管路、阀门和泵
3，	有基本的电脑运用能力，最好了解SAP系统
","化学类","大专","两年以上","英语","良好","4000","214028","25/11/2016 16:18:56.86"
"10900000-0000-0000-0000-000000022548","工艺工程师 Process Engineer","其他[生产/营运类]","正式","高新区","1.选择最优生产流程，编制产品的工艺文件，制定材料消耗工艺定额；
Define optimal product process parameters and fix them in process documents, make fixed material consumption
2.根据工艺需要，设计工艺装备并负责工艺工装的验证和改进工作；
According to process needs, design and improve production technology equipment
3.协助和支持车间工艺平面图及生产线的布置；
Support layout plan for workshop and assembly
4.深入生产现场，指导车间一线生产及时解决生产中出现的技术问题，改善工艺技术服务工作。
Guidance of workshop production line, solve technical problems in time, improve technology services;
5.	负责新产品首样的完整报告和其他必要的文档(如工作说明、工作流程)
Responsible for first trial out production including complete report and other necessary documentation (e.g. work instruction and work flow) ;
6.	根据新设备运行情况培训生产人员
Training of production personnel by hand over of new production equipment.
1.	配合设备维护人员做好工艺设备的保养工作， 
Work together with equipment maintenance to improve prevented maintenance job, 
2.	监督执行工艺纪律
Supervise the implementation of the process discipline.
3.   完成部门领导交付的其他工作
To accomplish other jobs appointed by department leader","1.	大专以上学历 机械类专业毕业；
College degree and above, major in mechanical engineering or related
2.	三年以上相关工作经验；
Three years working experience
3.熟悉产品的制造工艺、加工工艺；
Familiar with production manufacturing process;
4.熟练应用Pro/E、UG、AutoCAD等应用软件；
Good at Pro/E, UG and AutoCAD software;
5.英语或德语听、说、写熟练；
Good at English or German listening, speaking and writing;
6.有良好的职业道德，具有团队合作精神。
Good professional moral and team work spirit.","机械类","大专","一年以上","德语","熟练","2500","214112","2/8/2013 09:32:16.107"
"10900000-0000-0000-0000-000000022548","工艺工程师 Process Engineer","其他[生产/营运类]","正式","高新区","1.选择最优生产流程，编制产品的工艺文件，制定材料消耗工艺定额；
Define optimal product process parameters and fix them in process documents, make fixed material consumption
2.根据工艺需要，设计工艺装备并负责工艺工装的验证和改进工作；
According to process needs, design and improve production technology equipment
3.协助和支持车间工艺平面图及生产线的布置；
Support layout plan for workshop and assembly
4.深入生产现场，指导车间一线生产及时解决生产中出现的技术问题，改善工艺技术服务工作。
Guidance of workshop production line, solve technical problems in time, improve technology services;
5.	负责新产品首样的完整报告和其他必要的文档(如工作说明、工作流程)
Responsible for first trial out production including complete report and other necessary documentation (e.g. work instruction and work flow) ;
6.	根据新设备运行情况培训生产人员
Training of production personnel by hand over of new production equipment.
1.	配合设备维护人员做好工艺设备的保养工作， 
Work together with equipment maintenance to improve prevented maintenance job, 
2.	监督执行工艺纪律
Supervise the implementation of the process discipline.
3.   完成部门领导交付的其他工作
To accomplish other jobs appointed by department leader","1.	大专以上学历 机械类专业毕业；
College degree and above, major in mechanical engineering or related
2.	三年以上相关工作经验；
Three years working experience
3.熟悉产品的制造工艺、加工工艺；
Familiar with production manufacturing process;
4.熟练应用Pro/E、UG、AutoCAD等应用软件；
Good at Pro/E, UG and AutoCAD software;
5.英语或德语听、说、写熟练；
Good at English or German listening, speaking and writing;
6.有良好的职业道德，具有团队合作精神。
Good professional moral and team work spirit.","机械类","大专","一年以上","德语","熟练","2500","214112","16/9/2013 08:55:59.833"
"10900000-0000-0000-0000-000000022548","工艺工程师 Process Engineer","其他[生产/营运类]","正式","高新区","1.选择最优生产流程，编制产品的工艺文件，制定材料消耗工艺定额；
Define optimal product process parameters and fix them in process documents, make fixed material consumption
2.根据工艺需要，设计工艺装备并负责工艺工装的验证和改进工作；
According to process needs, design and improve production technology equipment
3.协助和支持车间工艺平面图及生产线的布置；
Support layout plan for workshop and assembly
4.深入生产现场，指导车间一线生产及时解决生产中出现的技术问题，改善工艺技术服务工作。
Guidance of workshop production line, solve technical problems in time, improve technology services;
5.	负责新产品首样的完整报告和其他必要的文档(如工作说明、工作流程)
Responsible for first trial out production including complete report and other necessary documentation (e.g. work instruction and work flow) ;
6.	根据新设备运行情况培训生产人员
Training of production personnel by hand over of new production equipment.
1.	配合设备维护人员做好工艺设备的保养工作， 
Work together with equipment maintenance to improve prevented maintenance job, 
2.	监督执行工艺纪律
Supervise the implementation of the process discipline.
3.   完成部门领导交付的其他工作
To accomplish other jobs appointed by department leader","1.	大专以上学历 机械类专业毕业；
College degree and above, major in mechanical engineering or related
2.	三年以上相关工作经验；
Three years working experience
3.熟悉产品的制造工艺、加工工艺；
Familiar with production manufacturing process;
4.熟练应用Pro/E、UG、AutoCAD等应用软件；
Good at Pro/E, UG and AutoCAD software;
5.英语或德语听、说、写熟练；
Good at English or German listening, speaking and writing;
6.有良好的职业道德，具有团队合作精神。
Good professional moral and team work spirit.","机械类","大专","一年以上","德语","熟练","2500","214112","16/10/2013 09:40:02.437"
"10900000-0000-0000-0000-000000022548","工艺工程师 Process Engineer","其他[生产/营运类]","正式","高新区","1.选择最优生产流程，编制产品的工艺文件，制定材料消耗工艺定额；
Define optimal product process parameters and fix them in process documents, make fixed material consumption
2.根据工艺需要，设计工艺装备并负责工艺工装的验证和改进工作；
According to process needs, design and improve production technology equipment
3.协助和支持车间工艺平面图及生产线的布置；
Support layout plan for workshop and assembly
4.深入生产现场，指导车间一线生产及时解决生产中出现的技术问题，改善工艺技术服务工作。
Guidance of workshop production line, solve technical problems in time, improve technology services;
5.	负责新产品首样的完整报告和其他必要的文档(如工作说明、工作流程)
Responsible for first trial out production including complete report and other necessary documentation (e.g. work instruction and work flow) ;
6.	根据新设备运行情况培训生产人员
Training of production personnel by hand over of new production equipment.
1.	配合设备维护人员做好工艺设备的保养工作， 
Work together with equipment maintenance to improve prevented maintenance job, 
2.	监督执行工艺纪律
Supervise the implementation of the process discipline.
3.   完成部门领导交付的其他工作
To accomplish other jobs appointed by department leader","1.	大专以上学历 机械类专业毕业；
College degree and above, major in mechanical engineering or related
2.	三年以上相关工作经验；
Three years working experience
3.熟悉产品的制造工艺、加工工艺；
Familiar with production manufacturing process;
4.熟练应用Pro/E、UG、AutoCAD等应用软件；
Good at Pro/E, UG and AutoCAD software;
5.英语或德语听、说、写熟练；
Good at English or German listening, speaking and writing;
6.有良好的职业道德，具有团队合作精神。
Good professional moral and team work spirit.","机械类","大专","一年以上","德语","熟练","2500","214112","17/10/2013 14:26:30.693"
"10900000-0000-0000-0000-000000022548","工艺工程师 Process Engineer","其他[生产/营运类]","正式","高新区","1.选择最优生产流程，编制产品的工艺文件，制定材料消耗工艺定额；
Define optimal product process parameters and fix them in process documents, make fixed material consumption
2.根据工艺需要，设计工艺装备并负责工艺工装的验证和改进工作；
According to process needs, design and improve production technology equipment
3.协助和支持车间工艺平面图及生产线的布置；
Support layout plan for workshop and assembly
4.深入生产现场，指导车间一线生产及时解决生产中出现的技术问题，改善工艺技术服务工作。
Guidance of workshop production line, solve technical problems in time, improve technology services;
5.	负责新产品首样的完整报告和其他必要的文档(如工作说明、工作流程)
Responsible for first trial out production including complete report and other necessary documentation (e.g. work instruction and work flow) ;
6.	根据新设备运行情况培训生产人员
Training of production personnel by hand over of new production equipment.
1.	配合设备维护人员做好工艺设备的保养工作， 
Work together with equipment maintenance to improve prevented maintenance job, 
2.	监督执行工艺纪律
Supervise the implementation of the process discipline.
3.   完成部门领导交付的其他工作
To accomplish other jobs appointed by department leader","1.	大专以上学历 机械类专业毕业；
College degree and above, major in mechanical engineering or related
2.	三年以上相关工作经验；
Three years working experience
3.熟悉橡胶产品的制造工艺、加工工艺；
Familiar with rubber production manufacturing process;
4.熟练应用Pro/E、UG、AutoCAD等应用软件；
Good at Pro/E, UG and AutoCAD software;
5.英语或德语听、说、写熟练；
Good at English or German listening, speaking and writing;
6.有良好的职业道德，具有团队合作精神。
Good professional moral and team work spirit.","机械类","大专","一年以上","德语","熟练","2500","214112","23/12/2014 14:47:58.2"
"10900000-0000-0000-0000-000000022548","工艺工程师 Process Engineer","其他[生产/营运类]","正式","高新区","1.选择最优生产流程，编制产品的工艺文件，制定材料消耗工艺定额；
Define optimal product process parameters and fix them in process documents, make fixed material consumption
2.根据工艺需要，设计工艺装备并负责工艺工装的验证和改进工作；
According to process needs, design and improve production technology equipment
3.协助和支持车间工艺平面图及生产线的布置；
Support layout plan for workshop and assembly
4.深入生产现场，指导车间一线生产及时解决生产中出现的技术问题，改善工艺技术服务工作。
Guidance of workshop production line, solve technical problems in time, improve technology services;
5.	负责新产品首样的完整报告和其他必要的文档(如工作说明、工作流程)
Responsible for first trial out production including complete report and other necessary documentation (e.g. work instruction and work flow) ;
6.	根据新设备运行情况培训生产人员
Training of production personnel by hand over of new production equipment.
1.	配合设备维护人员做好工艺设备的保养工作， 
Work together with equipment maintenance to improve prevented maintenance job, 
2.	监督执行工艺纪律
Supervise the implementation of the process discipline.
3.   完成部门领导交付的其他工作
To accomplish other jobs appointed by department leader","1.	大专以上学历 机械类专业毕业；
College degree and above, major in mechanical engineering or related
2.	三年以上相关工作经验；
Three years working experience
3.熟悉产品的制造工艺、加工工艺；
Familiar with production manufacturing process;
4.熟练应用Pro/E、UG、AutoCAD等应用软件；
Good at Pro/E, UG and AutoCAD software;
5.英语或德语听、说、写熟练；
Good at English or German listening, speaking and writing;
6.有良好的职业道德，具有团队合作精神。
Good professional moral and team work spirit.","机械类","大专","一年以上","德语","熟练","2500","214112","15/10/2013 14:19:38.473"
"10900000-0000-0000-0000-000000022548","工艺工程师 Process Engineer","其他[生产/营运类]","正式","高新区","1.选择最优生产流程，编制产品的工艺文件，制定材料消耗工艺定额；
Define optimal product process parameters and fix them in process documents, make fixed material consumption
2.根据工艺需要，设计工艺装备并负责工艺工装的验证和改进工作；
According to process needs, design and improve production technology equipment
3.协助和支持车间工艺平面图及生产线的布置；
Support layout plan for workshop and assembly
4.深入生产现场，指导车间一线生产及时解决生产中出现的技术问题，改善工艺技术服务工作。
Guidance of workshop production line, solve technical problems in time, improve technology services;
5.	负责新产品首样的完整报告和其他必要的文档(如工作说明、工作流程)
Responsible for first trial out production including complete report and other necessary documentation (e.g. work instruction and work flow) ;
6.	根据新设备运行情况培训生产人员
Training of production personnel by hand over of new production equipment.
1.	配合设备维护人员做好工艺设备的保养工作， 
Work together with equipment maintenance to improve prevented maintenance job, 
2.	监督执行工艺纪律
Supervise the implementation of the process discipline.
3.   完成部门领导交付的其他工作
To accomplish other jobs appointed by department leader","1.	大专以上学历 机械类专业毕业；
College degree and above, major in mechanical engineering or related
2.	三年以上相关工作经验；
Three years working experience
3.熟悉产品的制造工艺、加工工艺；
Familiar with production manufacturing process;
4.熟练应用Pro/E、UG、AutoCAD等应用软件；
Good at Pro/E, UG and AutoCAD software;
5.英语或德语听、说、写熟练；
Good at English or German listening, speaking and writing;
6.有良好的职业道德，具有团队合作精神。
Good professional moral and team work spirit.","机械类","大专","一年以上","德语","熟练","2500","214112","5/10/2013 18:36:10.02"
"10900000-0000-0000-0000-000000022548","工艺工程师 Process Engineer","其他[生产/营运类]","正式","高新区","1.选择最优生产流程，编制产品的工艺文件，制定材料消耗工艺定额；
Define optimal product process parameters and fix them in process documents, make fixed material consumption
2.根据工艺需要，设计工艺装备并负责工艺工装的验证和改进工作；
According to process needs, design and improve production technology equipment
3.协助和支持车间工艺平面图及生产线的布置；
Support layout plan for workshop and assembly
4.深入生产现场，指导车间一线生产及时解决生产中出现的技术问题，改善工艺技术服务工作。
Guidance of workshop production line, solve technical problems in time, improve technology services;
5.	负责新产品首样的完整报告和其他必要的文档(如工作说明、工作流程)
Responsible for first trial out production including complete report and other necessary documentation (e.g. work instruction and work flow) ;
6.	根据新设备运行情况培训生产人员
Training of production personnel by hand over of new production equipment.
1.	配合设备维护人员做好工艺设备的保养工作， 
Work together with equipment maintenance to improve prevented maintenance job, 
2.	监督执行工艺纪律
Supervise the implementation of the process discipline.
3.   完成部门领导交付的其他工作
To accomplish other jobs appointed by department leader","1.	大专以上学历 机械类专业毕业；
College degree and above, major in mechanical engineering or related
2.	三年以上相关工作经验；
Three years working experience
3.熟悉产品的制造工艺、加工工艺；
Familiar with production manufacturing process;
4.熟练应用Pro/E、UG、AutoCAD等应用软件；
Good at Pro/E, UG and AutoCAD software;
5.英语或德语听、说、写熟练；
Good at English or German listening, speaking and writing;
6.有良好的职业道德，具有团队合作精神。
Good professional moral and team work spirit.","机械类","大专","一年以上","德语","熟练","2500","214112","7/10/2013 08:37:43.727"
"10900000-0000-0000-0000-000000022548","工艺工程师 Process Engineer","其他[生产/营运类]","正式","高新区","1.选择最优生产流程，编制产品的工艺文件，制定材料消耗工艺定额；
Define optimal product process parameters and fix them in process documents, make fixed material consumption
2.根据工艺需要，设计工艺装备并负责工艺工装的验证和改进工作；
According to process needs, design and improve production technology equipment
3.协助和支持车间工艺平面图及生产线的布置；
Support layout plan for workshop and assembly
4.深入生产现场，指导车间一线生产及时解决生产中出现的技术问题，改善工艺技术服务工作。
Guidance of workshop production line, solve technical problems in time, improve technology services;
5.	负责新产品首样的完整报告和其他必要的文档(如工作说明、工作流程)
Responsible for first trial out production including complete report and other necessary documentation (e.g. work instruction and work flow) ;
6.	根据新设备运行情况培训生产人员
Training of production personnel by hand over of new production equipment.
1.	配合设备维护人员做好工艺设备的保养工作， 
Work together with equipment maintenance to improve prevented maintenance job, 
2.	监督执行工艺纪律
Supervise the implementation of the process discipline.
3.   完成部门领导交付的其他工作
To accomplish other jobs appointed by department leader","1.	大专以上学历 机械类专业毕业；
College degree and above, major in mechanical engineering or related
2.	三年以上相关工作经验；
Three years working experience
3.熟悉产品的制造工艺、加工工艺；
Familiar with production manufacturing process;
4.熟练应用Pro/E、UG、AutoCAD等应用软件；
Good at Pro/E, UG and AutoCAD software;
5.英语或德语听、说、写熟练；
Good at English or German listening, speaking and writing;
6.有良好的职业道德，具有团队合作精神。
Good professional moral and team work spirit.","机械类","大专","一年以上","德语","熟练","2500","214112","23/9/2013 10:21:10.68"
"10900000-0000-0000-0000-000000022548","工艺工程师 Process Engineer","其他[生产/营运类]","正式","高新区","1.选择最优生产流程，编制产品的工艺文件，制定材料消耗工艺定额；
Define optimal product process parameters and fix them in process documents, make fixed material consumption
2.根据工艺需要，设计工艺装备并负责工艺工装的验证和改进工作；
According to process needs, design and improve production technology equipment
3.协助和支持车间工艺平面图及生产线的布置；
Support layout plan for workshop and assembly
4.深入生产现场，指导车间一线生产及时解决生产中出现的技术问题，改善工艺技术服务工作。
Guidance of workshop production line, solve technical problems in time, improve technology services;
5.	负责新产品首样的完整报告和其他必要的文档(如工作说明、工作流程)
Responsible for first trial out production including complete report and other necessary documentation (e.g. work instruction and work flow) ;
6.	根据新设备运行情况培训生产人员
Training of production personnel by hand over of new production equipment.
1.	配合设备维护人员做好工艺设备的保养工作， 
Work together with equipment maintenance to improve prevented maintenance job, 
2.	监督执行工艺纪律
Supervise the implementation of the process discipline.
3.   完成部门领导交付的其他工作
To accomplish other jobs appointed by department leader","1.	大专以上学历 机械类专业毕业；
College degree and above, major in mechanical engineering or related
2.	三年以上相关工作经验；
Three years working experience
3.熟悉产品的制造工艺、加工工艺；
Familiar with production manufacturing process;
4.熟练应用Pro/E、UG、AutoCAD等应用软件；
Good at Pro/E, UG and AutoCAD software;
5.英语或德语听、说、写熟练；
Good at English or German listening, speaking and writing;
6.有良好的职业道德，具有团队合作精神。
Good professional moral and team work spirit.","机械类","大专","一年以上","德语","熟练","2500","214112","17/9/2013 13:06:06.7"
"10900000-0000-0000-0000-000000022548","工艺工程师 Process Engineer","其他[生产/营运类]","正式","高新区","1.选择最优生产流程，编制产品的工艺文件，制定材料消耗工艺定额；
Define optimal product process parameters and fix them in process documents, make fixed material consumption
2.根据工艺需要，设计工艺装备并负责工艺工装的验证和改进工作；
According to process needs, design and improve production technology equipment
3.协助和支持车间工艺平面图及生产线的布置；
Support layout plan for workshop and assembly
4.深入生产现场，指导车间一线生产及时解决生产中出现的技术问题，改善工艺技术服务工作。
Guidance of workshop production line, solve technical problems in time, improve technology services;
5.	负责新产品首样的完整报告和其他必要的文档(如工作说明、工作流程)
Responsible for first trial out production including complete report and other necessary documentation (e.g. work instruction and work flow) ;
6.	根据新设备运行情况培训生产人员
Training of production personnel by hand over of new production equipment.
1.	配合设备维护人员做好工艺设备的保养工作， 
Work together with equipment maintenance to improve prevented maintenance job, 
2.	监督执行工艺纪律
Supervise the implementation of the process discipline.
3.   完成部门领导交付的其他工作
To accomplish other jobs appointed by department leader","1.	大专以上学历 机械类专业毕业；
College degree and above, major in mechanical engineering or related
2.	三年以上相关工作经验；
Three years working experience
3.熟悉产品的制造工艺、加工工艺；
Familiar with production manufacturing process;
4.熟练应用Pro/E、UG、AutoCAD等应用软件；
Good at Pro/E, UG and AutoCAD software;
5.英语或德语听、说、写熟练；
Good at English or German listening, speaking and writing;
6.有良好的职业道德，具有团队合作精神。
Good professional moral and team work spirit.","机械类","大专","一年以上","德语","熟练","2500","214112","26/9/2013 16:25:27.72"
"10900000-0000-0000-0000-000000022548","工艺工程师 Process Engineer","其他[生产/营运类]","正式","高新区","1.选择最优生产流程，编制产品的工艺文件，制定材料消耗工艺定额；
Define optimal product process parameters and fix them in process documents, make fixed material consumption
2.根据工艺需要，设计工艺装备并负责工艺工装的验证和改进工作；
According to process needs, design and improve production technology equipment
3.协助和支持车间工艺平面图及生产线的布置；
Support layout plan for workshop and assembly
4.深入生产现场，指导车间一线生产及时解决生产中出现的技术问题，改善工艺技术服务工作。
Guidance of workshop production line, solve technical problems in time, improve technology services;
5.	负责新产品首样的完整报告和其他必要的文档(如工作说明、工作流程)
Responsible for first trial out production including complete report and other necessary documentation (e.g. work instruction and work flow) ;
6.	根据新设备运行情况培训生产人员
Training of production personnel by hand over of new production equipment.
1.	配合设备维护人员做好工艺设备的保养工作， 
Work together with equipment maintenance to improve prevented maintenance job, 
2.	监督执行工艺纪律
Supervise the implementation of the process discipline.
3.   完成部门领导交付的其他工作
To accomplish other jobs appointed by department leader","1.	大专以上学历 机械类专业毕业；
College degree and above, major in mechanical engineering or related
2.	三年以上相关工作经验；
Three years working experience
3.熟悉产品的制造工艺、加工工艺；
Familiar with production manufacturing process;
4.熟练应用Pro/E、UG、AutoCAD等应用软件；
Good at Pro/E, UG and AutoCAD software;
5.英语或德语听、说、写熟练；
Good at English or German listening, speaking and writing;
6.有良好的职业道德，具有团队合作精神。
Good professional moral and team work spirit.","机械类","大专","一年以上","德语","熟练","2500","214112","25/9/2013 13:11:52.333"
"10900000-0000-0000-0000-000000021764","生产主管","生产主管/督导/领班","正式","高新区","生产装配过程中的质量控制和生产计划的跟进； 
生产进度跟踪及物料跟踪；
装配流程改善及工艺优化；
作业指导书的制订并参与整机的调试；
生产经理指派的其他任务；","熟悉机械,液压及电气原理；
5年以上相关的工作经验；
良好的英语听说写能力；
熟悉CAD,Solidworks绘图工具；
良好的团队精神及沟通能力。","机械类","大专","五年以上","英语","熟练","6000","214208","11/7/2016 14:08:43.683"
"10900000-0000-0000-0000-000000007745","品质经理","质量管理/测试经理(QA/QC经理)","正式","高新区","全面负责品质部各项工作和人员的管理","1.大专以上学历，机械或管理相关专业，具有良好的英语读写能力及内审员资格，本科学历和具有国家注册质量工程师资格优先；
2.五年以上品质管理相关工作经验，能独立组织编写质量体系文件，质量管理制度和规定,熟悉ISO9001、ISO14001、TS16949和QC080000体系，推动质量环境体系在公司各部门的落实；
3.具有机械或汽车行业品质管理经验，熟悉冲压、注塑、焊接生产工艺流程和来料、现场、成品的质量检验管理流程；
4.熟悉TS16949五大手册和QC七大工具，有较强的领导力、执行力及沟通协调能力，良好的团队合作精神。","机械类","大专","五年以上","日语","良好","7000","214115","14/11/2013 08:18:10.41"
"10900000-0000-0000-0000-000000000611","PT-倒班生产主管","其他[生产/营运类]","正式","高新区","1.	根据生产计划进行人员的安排与调配。	
2.	人员加班安排及考勤。
3.	人员岗位技能的提高培训, 新产品知识的学习，员工的技能考核。
4.	进行员工的绩效考评及奖惩有关事实依据记录。
5.	氮气切换及点检。过炉废产品的更换管理。
6.	冲床生产计划确认与跟踪。
7.	劳保用品确认、辅助耗材的确认。
8.	生产检具、叠装模板清单及时更新、待处理品管理、物料管理。
9.	现场安全管理和质量管控。
10.	配合试验及试验的跟踪。
11.	主导生产线换型作业。
12.	现场标准化作业检查。
13.	当班生产追溯记录检查确认、相关生产报表填写上报。
14.	及时向主管汇报异常情况、及时响应质量问题。
15.	员工沟通和员工关系管理。
16.	现场5S管理。
17.	当班员工安全及纪律管理。
18.	改善和提高生产效率，设备OEE和FTT。
19.	主管分配的其它工作。","1.	性别不限，学历高中及中专以上；
2.	汽车零配件或机械行业3年以上工作经验；
3.	会操作常用办公软件如Word, Excel等；
4.	有较强的组织及应变能力，执行力强；
5.	具备改善思维和精益生产相关知识；
6.	理解能力、表达能力强；
7.	良好的沟通能力和团队合作精神；
8.	工作积极主动性强，能独立解决问题。","材料类","大专","两年以上","英语","良好","3700","214112","9/4/2018 13:25:52.573"
"10900000-0000-0000-0000-000000000605","CNC操作工","其他[生产/营运类]","正式","高新区","1.	遵守公司及部门规章制度。
2.	熟悉机床特性，严格按照机床操作规范操作机床，确保人员和机床的安全。
3.	做好机床/行车/堆高车等设备的日常维护保养工作，并填写相关记录。
4.	严格按照产品作业指导书操作加工，并做好自检工作，填写相关记录。
5.	熟悉产品加工工艺，密切关注加工过程出现的异常现象，以保证人员、工具和机床的安全。
6.	服从工作安排，保质、保量、按时完成生产任务。
7.	按要求填写质量跟踪单，提高质量意识。
8.	了解刀具的知识，按要求更换刀具，刀片并及时领取。
9.	认真填写当班记录，做好交接班。
10.	认真做好当班5S。
11.	生产中出现的问题，要及时跟当班班长或Monitor沟通，不要知情不报，以免造成更大的问题或者损失。
12.	确保现场使用的检具、工具等于操作指导书的要求一致，有问题，及时反馈给班长或monitor。
13.	检查并确保现场使用的检具、工具等处于有效期之内，及时汇报并督促处理超出期限的器具。
","1.	专业：机电或相关专业。学历：大专或更高学历。
2.	有志从事制造工作，有CNC设备操作经验者优先。
3.	敬业、独立、自励，有良好的团队精神
4.	善于沟通，工作积极主动，能够适应倒班工作。
5.	良好的英语读写能力及基本的口语交流能力。
","机械类","大专","一年以上","英语","一般","2500","214028","14/7/2016 12:38:31.593"
"10900000-0000-0000-0000-000000005897","设备维护主管","其他[生产/营运类]","正式","高新区","1.负责车间内各机器设备的检修，保证能正常运转
2.能发现问题，并及时解决问题
3.领导交待的其它相关事宜","1.大专及以上学历，机电一体化专业优先
2.有电工证
3.有过3-5年设备维修方面的工作经验
4.30岁以上
5.诚实，能吃苦耐劳","机械类","大专","三年以上","英语","良好","3000",,"17/8/2015 09:12:02.157"
"10900000-0000-0000-0000-000000001185","生产管理储备干部","其他[生产/营运类]","正式","高新区","1、负责生产产品数量及质量、生产安全、生产效率等方面的管理；
2、负责现场5S管理； 
3、负责员工纪律监督管理
4、负责生产线工艺要求的监督管理
5、负责生产线部分改进项目
6、完成领导交办的其他事宜。
","1、大专及以上学历，机械类相关专业，25-35岁；
2、具有2年以上生产管理经验，管理生产活动中的各种活动和资源，以达到公司对成本控制、产品数量以及质量、安全、生产效率等方面的要求；
3、具备生产现场管理能力，熟悉5S，有较强的组织管理能力、协调能力；
4、熟悉使用常用电脑软件。
","机械类","大专","两年以上","英语","良好","0","214028","16/10/2016 18:17:46.573"
